PDF File Name,Summary_T5,Summary_Gemini,Summary_Gpt4,Summary_Gpt3,Summary_BART
10,siamese multi-depth transformer-based hierarchical encoder for long-form document matching . model can increase maximum input text length from 512 to 2048 .,"The Siamese Multi-depth Transformer-based Hierarchical Encoder (SMITH) model is proposed for long-form document matching. SMITH addresses the computational limitations of self-attention models for long text by incorporating a hierarchical encoder and masked sentence block language modeling pre-training. The model achieves superior performance on benchmark datasets, expanding the maximum input text length limit from 512 to 2048 tokens. This opens up new possibilities for research and applications in long-form document matching tasks such as news recommendation and document clustering.","The paper introduces the Siamese Multi-depth Transformer-based Hierarchical (SMITH) Encoder, designed to enhance semantic matching between long-form documents, a less explored area with applications in recommendations and clustering. The SMITH model surpasses previous models by extending input text length and incorporating novel pre-training tasks, showing superior performance on benchmark datasets.","The study introduces the Siamese Multi-depth Transformer-based Hierarchical (SMITH) Encoder to address the limitations of existing models in long-form document matching. By incorporating a transformer-based hierarchical encoder and a novel masked sentence block language modeling task, SMITH outperforms previous state-of-the-art models, extending the input text length from 512 to 2048 tokens.",Beyond 512 Tokens: Siamese Multi-depth Transformer-based Hierarchical Encoder for Long-Form Document MatchingABSTRACT: The task of semantic matching between long-form documents is relatively less explored and needs more
11,a new framework is being developed to help interpret long-form documents . the framework is based on supervised contrastive learning . the code for the proposed model is publicly available at https://github.com/InterDigitalIn,"CoLDE, a transformer-based framework, addresses challenges in matching long-form documents by using unique embeddings, a multi-headed attention layer, and supervised contrastive learning. It captures similarity at three levels: document pairs, document sections, and document chunks. Evaluated on three datasets, CoLDE outperforms existing methods, is robust to varying document lengths and perturbations, and provides interpretable results, aiding in understanding document similarity. The source code is publicly available.","Recent advancements in semantic text matching struggle with long-form documents due to inherent challenges like varying contexts and partial similarities. The CoLDE framework, a transformer-based model with unique embeddings and multi-headed attention, effectively captures nuanced document similarities at multiple levels, offering superior performance and interpretability on diverse datasets.","""Supervised Contrastive Learning for Interpretable Long-Form Document Matching introduces CoLDE, a transformer-based framework addressing challenges in comparing long documents. CoLDE captures similarity at multiple levels using unique embeddings and a contrastive learning framework, outperforming existing methods on various datasets. It offers interpretability and robustness, with code available for public use.""","Supervised Contrastive Learning for Interpretable Long-Form Document MatchingRecent advancements in deep learning techniques have transformed the area of semantic text matching (STM). However, most state-of-the-art models are designed to operate"
12,"a novel document ranking model composed of two separate deep neural networks is proposed . one matches the query and the document using a local representation, and another matches the query and the document using learned distributed representations .","The proposed model combines local and distributed text representations to enhance web search ranking. It comprises two neural networks that perform matching using both representations, jointly trained as part of a single network. Experiments demonstrate that this duet model outperforms individual networks and traditional models, indicating the complementary benefits of combining local and distributed representations for document ranking.","The abstract discusses a novel document ranking model that integrates both local and distributed text representations through two deep neural networks, enhancing web search effectiveness. This dual approach, termed a 'duet', outperforms traditional and recent neural network-based models in web page ranking tasks.","This study explores the synergy between local and distributed text representations for web search. By combining traditional local matching with neural network-based distributed matching, a novel document ranking model is proposed. The 'duet' model outperforms individual neural networks and traditional baselines, showing promise for improving web page ranking tasks.",Learning to Match Using Local and Distributed Representations of Text for Web SearchABSTRACT: A novel document ranking model for Web page ranking.Models such as latent semantic analysis and those based on neural embeddings learn distributed representations
13,attention mechanisms play a central role in recurrent neural network (RNN) models . recent paper claims that ‘attention is not Explanation’ .,"Attention mechanisms facilitate the understanding of RNN models, but the efficacy of using them for explanation is disputed. This paper challenges the claim that attention is not an explanatory mechanism and proposes alternative tests to evaluate its explanatory power. These tests assess uniform weight distributions, variance calibration, diagnostic frameworks, and adversarial attention training. The authors demonstrate that adversarial distributions do not disprove the utility of attention for explanation.","The debate on whether attention mechanisms in recurrent neural networks (RNNs) provide explanations for model decisions is contentious. A recent critique, ""Attention is not Explanation,"" is challenged by proposing tests to evaluate attention's explanatory power, including uniform-weights baselines and adversarial training. These tests suggest attention's potential in meaningful model interpretation, despite some adversarial limitations.","Attention mechanisms are crucial in NLP systems, particularly in RNN models. A recent study challenges the notion that attention equals explanation, proposing alternative tests to assess attention's explanatory power. These tests include uniform-weights baseline, variance calibration, diagnostic framework, and adversarial attention training. Results suggest attention mechanisms remain valuable for explainability in RNN models.","Attention is not not ExplanationAttention mechanisms play a central role in NLP systems, especially within recurrent neural network (RNN) models. Recently, there has been increasing interest in whether or not the intermediate representations offered by these"
14,text matching is a fundamental problem in many natural language processing tasks . convolutional neural network can capture many complicated patterns . text matching is a problem of image recognition .,"Text matching is formulated as image recognition, where a matching matrix is constructed as an ""image"" and a convolutional neural network extracts matching patterns. This approach effectively captures n-gram and n-term matchings, outperforming baselines in text matching tasks.","The research proposes modeling text matching as image recognition, using a convolutional neural network (CNN) to analyze a matrix representing word similarities. This approach, inspired by CNN success in image pattern recognition, effectively identifies complex text patterns, showing superior results in experiments compared to baseline methods.","Text Matching is crucial in natural language processing. Drawing inspiration from convolutional neural networks in image recognition, the proposed approach models text matching as an image recognition problem. By constructing a matching matrix and utilizing a convolutional neural network, the model successfully identifies salient signals like n-gram and n-term matchings, outperforming baselines.","Text Matching as Image RecognitionMatching two texts is a fundamental problem in many natural language processing tasks. An effective way is to extract meaningful matching patterns from words, phrases, and sentences to produce the matching score. Inspired by the"
15,"our method returns an “explanation” consisting of groups of input-output tokens that are causally related . we focus the general approach on sequence-to-sequence problems, adopting a variational",This study presents a method for interpreting black-box sequence-to-sequence models by identifying causal relationships between input and output tokens. The approach uses input perturbations and a graph-based analysis to infer dependencies. Testing on NLP sequence generation tasks shows that the method provides meaningful explanations for model predictions.,"This research introduces a method to explain predictions from black-box sequence-to-sequence models by analyzing causally related groups of input-output tokens. The approach involves perturbing inputs, generating response graphs, and solving a partitioning problem to identify key components, tested on various NLP tasks using a variational autoencoder for input perturbations.","This study proposes a causal framework to interpret black-box sequence-to-sequence model predictions. By perturbing inputs and analyzing responses, causal relationships between input-output tokens are identified. The method utilizes a variational autoencoder for meaningful perturbations and is validated on various NLP tasks.",A causal framework for explaining the predictions of black-box sequence-to-sequence modelsAbstract: We use a causal framework to explain the prediction of blackbox sequence to sequence problems in NLP.We interpret the predictions for any black-
16,"aNMM model can outperform other neural network models . it is combined with additional features such as word overlap or BM25 scores . without this combination, these models perform significantly worse than methods based on linguistic feature","aNMM is an attention-based neural matching model for ranking short answer text that uses value-shared weighting and question term importance learning. In experiments using TREC QA data, aNMM outperforms other neural network models for question answering and is competitive with models that use additional features. When combined with additional features, aNMM outperforms all baselines.","The paper introduces aNMM, an attention-based neural matching model for ranking short answer texts, which outperforms existing neural network models on the TREC QA benchmark. Unlike previous models, aNMM effectively integrates question term importance and adopts a unique value-shared weighting scheme, enhancing performance even further when combined with additional features.","This paper introduces an attention-based neural matching model (aNMM) for ranking short answer texts, outperforming other neural network models for question answering. By incorporating a value-shared weighting scheme and question term importance learning, aNMM competes with models using additional features and surpasses all baselines when combined with them.","aNMM: Ranking Short Answer Texts with Attention-Based Neural Matching ModelABSTRACT-based neural matching modelAs an alternative to question answering methods based on feature engineering, deep learning approaches such as convolutional neural networks"
17,Poolingformer aggregates information from neighbors in a smaller window pattern . it's second level uses a larger window to increase receptive fields with pooling attention . Experimental results show that Poolingformer sit,"Poolingformer, a novel two-level attention mechanism, excels in long document modeling. It leverages a sliding window pattern for local information aggregation and pooling attention for wider receptive fields, resulting in reduced computational costs and memory consumption. Poolingformer achieves state-of-the-art results on long sequence QA tasks (NQ and TyDi QA) and demonstrates exceptional performance on long sequence summarization (arXiv).","The paper introduces Poolingformer, a novel two-level attention model for long document processing, enhancing computational efficiency and reducing memory use. It outperforms existing models in long sequence QA tasks and summarization, leading three official leaderboards and demonstrating superior performance on the arXiv benchmark.","""Poolingformer introduces a two-level attention schema for long document modeling, enhancing information aggregation and reducing computational costs. Evaluation on QA tasks and summarization benchmarks shows significant performance improvements, outperforming previous models on multiple leaderboards. Experimental results confirm Poolingformer's superior performance in long sequence processing.""","Poolingformer: Long Document Modeling with Pooling AttentionIn this paper, we introduce a two-level attention schema, Poolingformer, for long document modeling. Its first level uses a smaller sliding window pattern to aggregate information from"
18,deep learning models have achieved remarkable success in natural language inference (NLI) tasks . it is often unclear how and why they actually work .,"Deep learning models for natural language inference (NLI) are difficult to interpret, hindering understanding of their reasoning processes. This study visualizes attention and LSTM gating signals in an NLI model to provide insights into its decisions. By analyzing the saliency of these signals, researchers identify critical information contributing to model predictions, revealing the strengths and limitations of the model's reasoning capabilities.","This paper explores the interpretability of deep learning models in natural language inference (NLI) by visualizing attention and LSTM gating signals in a case study. The proposed method reveals critical insights and identifies key information influencing model decisions, enhancing understanding of how these models function.","This study delves into interpreting complex neural models for natural language inference, aiming to shed light on their inner workings. By visualizing attention and LSTM gating signals, the researchers uncover key insights and clarify the decision-making process. Despite the challenges of interpreting deep learning models, this approach offers valuable explanations for their success.","Interpreting Recurrent and Attention-Based Neural Models: a Case Study on Natural Language InferenceDeep learning models have achieved remarkable success in natural language inference (NLI) tasks. While these models are widely explored, they are hard"
19,document vector through corruption (Doc2VecC) is an efficient document representation learning framework . it represents each document as a simple average of word embeddings . the corruption model introduces a data-dependent,"Doc2VecC efficiently represents documents as word embedding averages, regularized by a corruption model that emphasizes informative words. Its simplicity allows for fast training and inference while outperforming state-of-the-art methods in sentiment analysis, document classification, and semantic relatedness tasks.","The Document Vector through Corruption (Doc2VecC) framework efficiently learns document representations by averaging word embeddings and incorporating a corruption model that emphasizes informative words while diminishing common ones. Doc2VecC outperforms traditional models in tasks like sentiment analysis and document classification, offering rapid training and effective unseen document representation.","""Doc2VecC introduces an efficient document representation learning framework by averaging word embeddings, incorporating a corruption model for regularization. It outperforms Word2Vec, excelling in sentiment analysis, document classification, and semantic tasks. The model's simplicity allows for fast training on large datasets and efficient generation of document representations at test time.""","EFFICIENT VECTOR REPRESENTATION FOR DOCUMENTS THROUGH CORRUPTIONABSTRACT OF THE DOCUMENT RULESWe present an efficient document representation learning framework, Document Vector through Corruption (Doc2"
20,Performers can estimate regular (softmax) full-rank-attention Transformers . architectures use a novel Fast Attention Via positive Orthogonal Random features approach . performers can also model kernelizable attention mechanisms beyond,"Performers are novel Transformer architectures that can accurately estimate full-rank-attention Transformers with linear time and space complexity. They use a Fast Attention Via positive Orthogonal Random features (FAVOR+) approach to approximate softmax attention kernels, enabling efficient modeling of various attention mechanisms. Performers demonstrate competitive performance on diverse tasks, showcasing the effectiveness of their attention-learning paradigm.","The paper introduces Performers, a Transformer architecture that efficiently approximates full-rank softmax attention using a novel method called FAVOR+, which operates in linear time and space. Performers offer strong theoretical guarantees and demonstrate competitive performance across various tasks, including text and protein sequence modeling, without requiring sparsity or low-rank assumptions.","Performers are innovative Transformer architectures that estimate attention with linear complexity, challenging traditional softmax methods. Using Fast Attention Via positive Orthogonal Random features (FAVOR+), Performers offer scalable kernel methods and efficient attention modeling. With strong theoretical guarantees and competitive performance across diverse tasks, Performers redefine attention-learning paradigms for large-scale applications.","RETHINKING ATTENTION WITH PERFORMERSABSTRACT PERFORMERSWe introduce Performers, Transformer architectures which can estimate regular (softmax) full-rank-attention Transformers with provable accuracy, but using"
21,a new method for explaining differentiable models is introduced . it uses a method that penalizes their input gradients .,"A method that enhances neural network models by leveraging their explanations is proposed. It identifies and penalizes gradients to improve model accuracy and reliability. The approach applies both expert annotations and unsupervised learning to generate multiple classifiers with distinct decision boundaries. On various datasets, it demonstrates better generalization capabilities, particularly when training and testing conditions differ.","The paper introduces a method to enhance trust in neural networks by constraining their explanations, addressing their opacity in critical applications. By examining and penalizing input gradients, the method not only provides scalable, faithful explanations but also improves model generalization across varying conditions in training and testing environments.","This study addresses the challenge of trusting neural networks due to their opacity, especially in critical applications. Existing tools like LIME help reveal implicit rules behind predictions, but are limited in scalability and corrective capabilities. The proposed method efficiently explains and regularizes differentiable models by penalizing input gradients, leading to improved generalization in varying conditions.","Right for the Right Reasons: Training Differentiable Models by Constraining their ExplanationsNeural networks are among the most accurate supervised learning methods in use today. However, their opacity makes them difficult to trust in critical applications, especially if"
22,document classification using BERT is the first application of the tool . document classification is a complex task that requires a lot of computational effort .,"DocBERT, an adaptation of BERT, effectively tackles document classification despite document-specific challenges. Its straightforward application outperforms existing methods across four datasets. Knowledge distillation reduces computational costs by transferring knowledge from BERT large to smaller LSTMs, matching the performance of BERT base with significantly fewer parameters. DocBERT establishes strong baselines for further research in document classification.","The paper introduces DocBERT, the first use of BERT for document classification, achieving state-of-the-art results on four datasets despite initial concerns about BERT's suitability for this task. It also presents a method to reduce BERT's computational demands by distilling its knowledge into smaller models, maintaining performance with significantly fewer parameters.","""DocBERT pioneers BERT for document classification, defying initial skepticism. Despite challenges like lengthy documents and multiple labels, a simple BERT-based model excels, setting new benchmarks on key datasets. By distilling BERT knowledge into compact LSTMs, computational efficiency is enhanced without compromising performance. This work establishes enhanced baselines for future advancements.""","DocBERT: BERT for Document ClassificationAbstractWe present, to our knowledge, the first application of BERT to document classification. A few characteristics of the task might lead one to think that BERT is not the most appropriate model"
23,CogLTX is a cognitive theory based on Baddeley's theory . it identifies key sentences by training a judge model and concatenates them for reasoning .,"CogLTX, inspired by human cognition, addresses BERT's limitations in handling long texts. It identifies key sentences, concatenates them for reasoning, and enables multi-step reasoning through rehearsal and decay. Using intervention-based supervision, CogLTX outperforms or matches state-of-the-art models on downstream tasks, with memory overhead independent of text length.","CogLTX addresses BERT's limitations in processing long texts by mimicking human cognitive strategies based on Baddeley's theory. It selects key sentences using a judge model, enabling multi-step reasoning with minimal memory overhead. This approach achieves competitive results on various tasks without requiring relevance annotations, using interventions for supervision.","CogLTX addresses BERT's limitations with long texts by identifying key sentences, concatenating them for reasoning, and enabling multi-step reasoning. Inspired by human cognitive theory, it outperforms state-of-the-art models on various tasks with minimal memory overheads, offering a novel approach to processing long texts efficiently.","CogLTX: Applying BERT to Long TextsBERT is incapable of processing long texts due to its quadratically increasing memory and time consumption. The most natural ways to address this problem, such as slicing the text"
24,supervised contrastive learning has seen a resurgence in recent years . the self-supervised batch contrastive approach subsumes or significantly outperforms traditional contrastive losses .,"Supervised contrastive learning (SupCon) extends self-supervised contrastive learning to supervised settings by pulling together points belonging to the same class and pushing apart those from different classes. On ImageNet, SupCon achieves top-1 accuracy of 81.4% with ResNet-200, outperforming cross-entropy loss. SupCon offers robustness to natural corruptions and stability to hyperparameter settings.","Supervised Contrastive Learning enhances self-supervised batch contrastive approaches by utilizing label information to cluster same-class points together and separate different-class clusters in embedding space. This method achieves a top-1 accuracy of 81.4% on ImageNet with ResNet-200, outperforming traditional losses and demonstrating robustness and stability across various settings.","""Supervised Contrastive Learning enhances deep image model training by leveraging label information. The approach pulls together same-class points and pushes apart different-class samples in embedding space. Achieving 81.4% accuracy on ImageNet, it outperforms cross-entropy on various datasets and ResNet variants. The loss offers robustness and stability, with simple implementation.""","Supervised Contrastive LearningAbstractContrastive learning applied to self-supervised representation learning has seen a resurgence in recent years, leading to state of the art performance in the unsupervised training of deep image models. Modern batch contrast"
25,a new paper shows how sequence models can generate long sequences . the paper introduces sparse factorizations of the attention matrix .,"Sparse Transformers address scalability limitations of transformer models for long sequences, offering a quadratic reduction in time and memory requirements. With architecture enhancements, memory optimization, and fast attention kernels, Sparse Transformers enable the training of deep networks on sequences of tens of thousands of timesteps. Used for modeling images, audio, and text, Sparse Transformers set new density modeling state-of-the-art results for various datasets. They demonstrate global coherence and high diversity in unconditional samples, showcasing the potential for self-attention in modeling sequences of unprecedented length.","This paper introduces Sparse Transformers, which utilize sparse factorizations of the attention matrix to efficiently handle long sequences, reducing computational requirements from quadratic to linear. Enhancements include deeper network training, memory-efficient recomputation, and fast attention kernels. These innovations enable modeling of extensive sequences across different data types, achieving state-of-the-art results in density modeling for Enwik8, CIFAR-10, and ImageNet-64, and demonstrating potential for handling sequences up to one million timesteps.","This paper introduces Sparse Transformers, reducing time and memory complexity to O(npn) by sparse factorizations of attention matrices. It presents architectural variations, memory-saving techniques, and fast attention kernels for training deep networks. Sparse Transformers model long sequences effectively, achieving state-of-the-art results in various tasks and demonstrating potential for modeling sequences of over one million timesteps.","Generating Long Sequences with Sparse TransformersTransformers are powerful sequence models, but require time and memory that grows quadratically with the sequence length. In this paper we introduce sparse factorizations of the attention matrix which reduce this to"
26,a new method uses contrastive augmentation to learn document representations . the method can reduce the classification error rate by up to 6.4% .,"This study introduces a method for learning document representations unsupervised using contrastive learning and data augmentation. The approach leverages paraphrased documents to create embeddings invariant to semantic changes. Findings demonstrate the benefits of contrastive augmentation for document representation learning, with word-level augmentations outperforming sentence-level and document-level ones. When used in classification, this method outperforms state-of-the-art baselines and even rivals fully-supervised methods.","The study introduces an unsupervised method for learning document embeddings using contrastive learning and data augmentation, inspired by self-supervised techniques in image and NLP fields. It demonstrates that contrastive augmentation significantly enhances document representation quality, particularly with stochastic, word-level manipulations, and reduces classification error rates by up to 6.4% compared to state-of-the-art methods.","This study introduces a contrasting learning approach with data augmentation for unsupervised document embedding. By leveraging contrastive self-supervised learning techniques, the research demonstrates significant improvements in document representation quality. The method outperforms state-of-the-art approaches, reducing classification errors by up to 6.4% on benchmark datasets, rivaling fully-supervised methods.",Unsupervised Document Embedding via Contrastive AugmentationWe present a contrasting learning approach with data augmentation techniques to learn document representations in an unsupervised manner. Inspired by recent contrastive self-supervised learning algorithms used for
