PDF File Name,Summary_T5,Summary_Gemini,Summary_Gpt4,Summary_Gpt3,Summary_BART
10,a new approach is proposed to guide the disentangled representation learning . the model is based on a knowledge graph (KG) that is incorporated into recommender systems .,Knowledge-Guided Disentangled Representation Learning (KDR) incorporates knowledge graphs to guide disentangled representation learning in recommender systems. KDR enhances interpretability and addresses data sparsity by aligning implicit disentangled representations from user-item interactions with explicit disentangled representations derived from the KG. The fusion of these representations improves recommendation performance and facilitates understanding the underlying factors influencing user preferences.,"The study introduces a novel Knowledge-guided Disentangled Representations (KDR) approach for recommender systems, leveraging knowledge graphs (KG) to enhance interpretability and address data sparsity in disentangled representation learning. KDR aligns user-item interaction data with KG-structured data using a mutual information maximization strategy, significantly improving recommendation performance and interpretability, as validated by experiments on real-world datasets.","This study explores leveraging knowledge graphs to guide disentangled representation learning in recommender systems. By aligning explicit disentangled representations from the knowledge graph with implicit ones from user-item interactions, a novel approach improves interpretability and addresses data sparsity. Experimental results validate the effectiveness of this Knowledge-guided Disentangled Representations (KDR) model.","Knowledge-Guided Disentangled Representation Learning for Recommender SystemsIn recommender systems, it is essential to understand the underlying factors that affect user-item interaction. Recently, several studies have utilized disentangled representation learning to"
11,a recommender system of reviewers and experts in reviewing problems . the text does not include the content of the abstract from the research paper .,"I'm sorry, I cannot provide a summary of the text without the abstract or additional parts of the document.","The text provided lacks substantive content from the research paper, focusing instead on bibliographic details, publication information, and manuscript status. It does not contain an abstract or any specific insights into the recommender system for reviewers and experts in reviewing problems. Please provide the abstract or relevant sections for a detailed summary.","Summary: The text lacks the abstract but mentions bibliographic details and publication status. It focuses on a recommender system for reviewers and experts in reviewing problems. For a comprehensive summary, additional content such as the abstract is needed to provide insights into the research paper's key findings and contributions.","A recommender system of reviewers and experts in reviewing problemsThe text provided does not include the content of the abstract from the research paper. It only contains bibliographic information, publication details, and a general note about the manuscript's status"
12,a rule-based approach called SAFE was proposed to automatically extract app features from user reviews . the procedure used to evaluate SAFE was in part subjective and not repeatable . the goal of our study is to perform an external,"A replication study of the SAFE approach for app feature extraction from user reviews reveals lower precision and recall than the original study. The evaluation was conducted objectively and repeatably, using multiple review datasets and an accurate implementation of SAFE. The results indicate that SAFE's performance is affected by the density of annotated app features in the review dataset.","This study replicates the evaluation of the SAFE approach, originally designed for extracting app features from user reviews, using a more objective and repeatable method. Implementing SAFE, the researchers found lower precision and recall rates than previously reported, suggesting the approach's effectiveness varies with feature density in datasets. The study emphasizes unbiased, reproducible research by sharing its implementation and datasets.","This study questions the reliability of the SAFE approach for app feature extraction from user reviews. By conducting an objective replication, the researchers found lower precision and recall rates than initially reported. Their unbiased evaluation highlights the impact of feature density on performance, emphasizing the need for reproducible evaluation methods in this field.",Is the SAFE Approach Too Simple for App Feature Extraction? A Replication Study[Context and motivation] Automatic extraction and analysis of app features from user reviews is helpful for software developers to better understand users' perceptions of delivered app features
13,self-supervised learning holds vast potential to improve recommender systems . the framework builds three graph encoders (one for recommendation) upon the augmented views . iteratively improves each encoder with self-supervision signals,"Self-supervised learning (SSL) has been used to improve recommender systems. However, existing SSL-based methods neglect supervision signals from other nodes. To capture these signals, a socially-aware SSL framework with tri-training is proposed. This framework augments user data with social information and uses three graph encoders for multi-view encoding. Tri-training iteratively improves each encoder with self-supervision signals from other users. Experiments show the effectiveness of the framework in improving recommendation.","The paper introduces a socially-aware self-supervised learning framework for recommender systems, utilizing tri-training to enhance data views with user social information. This method leverages self-supervision from multiple graph encoders to iteratively refine user representations, significantly improving recommendation accuracy, as validated by extensive real-world experiments.","A novel socially-aware self-supervised tri-training framework is proposed to enhance recommender systems by integrating user social information. By leveraging self-supervision signals from other users through tri-training, the framework improves multi-view encoding for recommendation. Extensive experiments confirm the effectiveness of this approach on real-world datasets. Code available at https://github.com/Coder-Yu/QRec.","Socially-Aware Self-Supervised Tri-Training for RecommendationABSTRACTIONSSelf-supervised learning (SSL), which can automatically generate ground-truth samples from raw data, holds vast potential to improve recommender"
14,incorporating knowledge graphs into recommender systems to provide explainable recommendation has attracted much attention . existing studies may suffer from error propagation and weak explainability .,"KR-GCN is a novel knowledge-aware recommendation method that addresses error propagation and weak explainability challenges. It uses transition scores and nucleus sampling to select relevant triples from knowledge paths. By integrating user-item interactions and knowledge graphs into a heterogeneous graph, KR-GCN employs graph convolution network for recommendation and a path-level self-attention mechanism for explainability enhancement. Experiments show its superior performance in both recommendation accuracy and explanation quality.","The 4KR-GCN model integrates knowledge graphs with graph convolution networks to enhance recommender systems, addressing error propagation and weak explainability. It uses a transition-based scoring and nucleus sampling for path selection, and a self-attention mechanism to assess path contributions, significantly outperforming existing models in performance and explainability.","""4KR-GCN introduces Knowledge-Aware Reasoning with Graph Convolution Network for Explainable Recommendation. By integrating knowledge graphs, it addresses challenges of error propagation and weak explainability in recommender systems. Utilizing a transition-based method and nucleus sampling, it improves recommendation performance and explanation diversity. Experimental results demonstrate its superiority over existing methods.""",4KR-GCN: Knowledge-Aware Reasoning with Graph Convolution Network for Explainable RecommendationIncorporating knowledge graphs (KGs) into recommender systems to provide explainable recommendation has attracted much attention recently.
15,discriminative models have received little attention in expert search research . discriminative models have been shown to outperform generative models . proposed framework integrates document evidence and document-candidate associations .,"Discriminative models are proposed for expert search, outperforming generative models. These models integrate document evidence and document-candidate associations, eliminating the need for additional modeling assumptions or effort. Experiments on TREC corpora demonstrate the effectiveness and robustness of the discriminative learning framework.","This paper introduces a relevance-based discriminative learning framework for expert search, which effectively integrates document evidence and document-candidate associations, outperforming traditional generative models. Extensive testing on TREC Enterprise track corpora confirms its superiority in both effectiveness and robustness.","This paper introduces a relevance-based discriminative learning framework for expert search, contrasting generative and discriminative models. The proposed approach seamlessly integrates document evidence and associations without additional assumptions. Extensive experiments on TREC Enterprise track corpora validate the framework's effectiveness and robustness, highlighting its potential in enhancing expert search methodologies.",Discriminative Models of Integrating Document Evidence and Document-Candidate Associations for Expert SearchABSTRACT-based discriminative models for expert searchGenerative models such as statistical language modeling have been widely studied in the task
16,a new neighborhood-based interaction model is proposed for recommendation on heterogeneous graphs . the model is based on a convolutional approach and learns efficiently with fast Fourier transform .,"NIRec, an efficient neighborhood-based interaction model for recommendation on heterogeneous graphs, addresses challenges in existing methods by capturing interactive patterns between nodes through metapath-guided neighborhoods. Formulating interactions convolutionally and utilizing fast Fourier transform enables efficient learning on large networks. NIRec outperforms state-of-the-art approaches in experiments across four heterogeneous graph types, highlighting its effectiveness in leveraging node interactions for improved recommendations.","The paper introduces the Neighborhood-based Interaction Model for Recommendation (NIRec) to enhance HIN-based recommender systems. NIRec addresses the limitations of existing methods by capturing interactive patterns through metapath-guided neighborhoods and efficiently learning complex interactions using convolution and fast Fourier transform, demonstrating superior performance across various heterogeneous graphs.","""Efficient Neighborhood-based Interaction Model (NIRec) addresses challenges in HIN-based recommender systems by capturing interactive patterns between nodes through metapath-guided neighborhoods. Utilizing convolutional formulation and fast Fourier transform, NIRec outperforms existing methods on heterogeneous graphs. This pioneering work highlights the significance of learning interactions in HINs for improved recommendations.""",An Efficient Neighborhood-based Interaction Model for Recommendation on Heterogeneous GraphThere is an influx of heterogeneous information network (HIN) based recommender systems in recent years since HIN is capable of characterizing complex graphs
17,a word and semantic-based iterative model (WSIM) is proposed to account for the constraints of the reviewer assignment problem . the model uses word features and semantic features to represent reviewers and manuscripts . it also,"The proposed Word and Semantic-based Iterative Model (WSIM) addresses the challenges of reviewer assignment in academic publishing by considering the constraints of incomplete reviewer data and interference from non-manuscript-related papers. WSIM extracts both word and semantic features from reviewers and manuscripts, using an improved similarity metric based on normalized discounted cumulative gain (NDCG) to account for incomplete data. An iterative model is then employed to reduce interference from non-manuscript-related papers, considering the similarity between the manuscript and each reviewer's papers. Evaluations on real datasets demonstrate that WSIM improves recommendation accuracy compared to existing methods.","The paper introduces a word and semantic-based iterative model (WSIM) to enhance reviewer-manuscript matching by addressing data incompleteness and interference from irrelevant papers. Utilizing improved language and topic models, WSIM employs a qualitative similarity metric and iterative filtering, achieving at least a 2.5% accuracy improvement in tests against existing methods.","This paper introduces a word and semantic-based iterative model (WSIM) to enhance reviewer assignment by addressing constraints like incomplete reviewer data and nonmanuscript-related interference. By improving similarity calculations between reviewers and manuscripts using advanced language and topic models, WSIM outperforms existing methods, boosting recommendation accuracy by at least 2.5% on the top 20.",Improved reviewer assignment based on both word and semantic featuresAssigning appropriate reviewers to a manuscript from a pool of candidate reviewers is a common challenge in the academic community. Current word- and semantic-based approaches treat the reviewer assignment problem (R
18,graph learning-driven models have made remarkable progress in the field of recommendation . but their performance may suffer from a significant false negative issue .,"RevGNN, an unsupervised graph contrastive learning model, addresses the ""false negative"" issue in academic reviewer recommendation. It uses a two-stage encoder with Pseudo Neg-Label to approximate review preference, handling the ambiguous nature of unobserved interactions. Experiments show that RevGNN outperforms baselines on three real-world datasets, demonstrating the effectiveness of its components.","The study introduces RevGNN, a graph learning model enhanced by a Pseudo Neg-Label strategy for academic reviewer recommendation, addressing the challenge of ambiguous unobserved interactions. RevGNN, using a dual encoder for knowledge and behavior, significantly outperforms baselines in experiments, proving its effectiveness in handling false negatives in reviewer selection.","RevGNN addresses the challenge of academic reviewer recommendation by enhancing graph contrastive learning with a Pseudo Neg-Label strategy. By tackling the ambiguity of unobserved interactions, RevGNN outperforms baselines in recommending reviewers for academic submissions. The two-stage encoder structure encodes scientific knowledge and behavior, demonstrating superior performance across multiple metrics in real-world datasets.","RevGNN: Negative Sampling Enhanced Contrastive Graph Learning for Academic Reviewer RecommendationAcquiring reviewers for academic submissions is a challenging recommendation scenario. Recent graph learning-driven models have made remarkable progress in the field of recommendation,"
19,"a new approach to CF is to combine factor and neighborhood models . the models can now be smoothly merged, thereby building a more accurate combined model .","A new approach to recommender systems is proposed, combining latent factor and neighborhood models. The model incorporates both explicit and implicit user feedback, improving accuracy. Additionally, a new evaluation metric is suggested to assess the performance of recommendation methods.","This research introduces a collaborative filtering model that merges latent factor and neighborhood approaches, enhancing accuracy by utilizing both explicit and implicit user feedback. Tested on Netflix data, it outperforms previous models and proposes a new metric for evaluating top-K recommendation tasks.","This study introduces innovations in Collaborative Filtering models for recommender systems. By merging latent factor and neighborhood models, and incorporating explicit and implicit user feedback, a more accurate combined model is built. Tested on Netflix data, the results surpass previous benchmarks. A new evaluation metric is proposed to assess performance in top-K recommendation tasks.",Factorization Meets the Neighborhood: a Multifaceted Collaborative Filtering ModelABSTRACT DESCRIPTION: Recommender systems provide users with personalized suggestions for products or services. These systems often rely on Collaborating Filtering (CF
